id,text,Task A,Task B
5903,RT @user_abcdefghijk #Letta ma tu cosa ne sai del NEUTRINO ? e del BUSONE ???,0,
5904,@user_abcde La tua voglia di non fare un cazzo ti ha diventare ricchione ? Consideri esserlo una devianza ?,1,"Il tweet utilizza il termine ""ricchione"" in modo offensivo e associandolo a una critica negativa (""voglia di non fare un cazzo""), implicando che essere omosessuale sia una ""devianza"". Questo esprime un chiaro pregiudizio e disprezzo verso le persone LGBTQIA+, configurando odio omotransfobico."
5905,"@user_abcdefgh Fa male eh Mario? Ecco adesso pensa agli immigrati, ai gay, alle lesbiche, ai disabili, ai consumatori di #cannabis e tutti gli emarginati e discriminati che VOI state inondando di merda da decenni e vergognati. E chiedi scusa.",0,
5906,@user_abcdefgh Fatemela conosce sta' mega zinnona succhiacazzi,0,
5907,"Headcanons my ass, nemmeno vi rendete conto del danno che fate alla comunità lesbica",0,
5908,"@user_abcdefg Mai dato del raccomandato. Rimane una sega ad oggi. I quattro brocchi erano la seconda rosa del campionato ed è uscito al primo turno di CI, con degli slovacchi in Champions e vinto a culo rotto prendendo Pallate sia in semifinale che in finale. Raccontiamola bene",0,
5909,@user_abcdefg sei lesbica quando fai così te ne rendi conto,0,
5910,"@user_abcdefg @user_abcde Mai votato PD, io sono di sx. In ogni modo il PD non ha il record di arresti come FdI, non ha truffato 49 mil allo Stato come la Lega e non è stato fondato da due pregiudicati come FI. Sorpresa 📦 non sono io quello con il culo rotto!",0,
5911,"@user_abcdefgh Pare de no .., Son tutte lesbiche ! Che janno fatto a sti omani??",1,"Il tweet contiene odio omotransfobico perché generalizza in modo denigratorio definendo un gruppo di persone come ""tutte lesbiche"" in un contesto che sembra derisorio o sprezzante, e usa un tono che suggerisce disprezzo verso le persone LGBTQIA+."
5912,"AUG 19 2022, 19:36: BERNARDINO FEMMINIELLI [URL]",0,
5913,@user_abcdef io la chitarra perché gesù cristo è un culattone,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" in modo offensivo e dispregiativo riferito a Gesù Cristo, esprimendo un insulto basato sull'orientamento sessuale in modo denigratorio."
5914,@user_abcdefgh Checca io l'ho visto sul sito di un giornale famoso. E quindi?,0,
5915,"RT @user_abcde Ecco un classico dei comunisti, fare il culattone col culo degli altri #Speranzaingalera #speranzaassassino",1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"" in modo denigratorio e dispregiativo verso le persone omosessuali, associandolo a un insulto politico."
5916,"@user_abcdefghij MA ALLORA COME SI SPIEGA , CHE IO SONO ASTEMIO è SONO GAY, FROCIO, CULATTONE ALL'ENESSIMA POTENZA!!",1,"Il tweet contiene odio omotransfobico perché utilizza i termini ""frocio"" e ""culattone"" in modo autoironico ma comunque offensivo e denigratorio, perpetuando stereotipi e linguaggio discriminatorio verso le persone gay."
5917,"@user_abc Al pd, non interessano, a Siena faceva le feste coi femminielli",1,"Il tweet utilizza il termine ""femminielli"" in un contesto che sembra denigratorio o dispregiativo, associandolo a un comportamento politico negativo (""non interessano, a Siena faceva le feste coi femminielli""). Questo implica un pregiudizio e una derisione verso persone LGBTQIA+, configurando odio omotransfobico."
5918,"Quasi quotidianamente si legge di stupri, con tanto di video girati e condivisi dagli stupratori. Pena passare per leghista, dico che li castrerei irreversibilmente, rendendoli buoni solo a fare i femminielli. Ci sarebbero inoltre maggiori risorse per la musica lirica #stupro",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminielli"" in modo dispregiativo e denigratorio, associandolo a un contesto di violenza e punizione estrema. L'espressione ""rendendoli buoni solo a fare i femminielli"" è offensiva e stereotipata nei confronti delle persone LGBTQIA+, configurando un messaggio di disprezzo e pregiudizio."
5919,@user_abcdefgh @user_abcde @user_a Ha scritto femminielli mica ricchioni dai,1,"Il tweet contiene odio omotransfobico perché utilizza termini dispregiativi come ""femminielli"" e ""ricchioni"" in modo denigratorio e offensivo verso persone LGBTQIA+, contribuendo a un discorso di derisione e pregiudizio."
5920,@user_abcdefgh Ma basta dai…queste oscenità non le voglio più vedere…voglio lo sgambamento di Luxuria in costume con la sorpresa al centro e la panza flaccida di Checca Pavone…sono molto più eccitanti!!!!😂,0,
5921,@user_abcdef certo e se la usasse anche per fare musica e non solo per fare la troiaccia ciucciacazzi sarebbe bello,1,"Il tweet utilizza termini offensivi e volgari (""troiaccia"", ""ciucciacazzi"") in modo denigratorio e sessista, rivolti presumibilmente a una persona, con un tono chiaramente offensivo. Sebbene non menzioni esplicitamente persone LGBTQIA+, il termine ""troiaccia"" è spesso usato in contesti omotransfobici per denigrare donne lesbiche o persone queer. Il contesto e il tono indicano un atteggiamento di disprezzo che può essere interpretato come odio omotransfobico."
5922,"@user_abcde @user_abcdef Succedeva la stessa cosa alla fine dell'allenamento. Nello spogliatoio chi entrava salutava i presenti con un ""Ciao vecchi culattoni"". E salutava lo studente, il salumiere, il professore universitario (ecc..) che si incazzavano per il ""vecchio"", mica per il ""culattone"". 😁",0,
5923,RT @user_abcdefghijk @user_abcde Questo è semplicemente un culattone,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"", che è un insulto offensivo e denigratorio rivolto a persone omosessuali."
5924,"@user_abcdef Vediamo se hanno il coraggio di fare il green pass per i femminielli, io dico di no",0,
5925,"@user_abcdefghi La pedofilia e dare i bimbi ad educatrici lesbiche. Questo e' il PD, vedi il Forteto e Bibbiano e tutte le case famiglia",1,"Il tweet contiene odio omotransfobico perché associa in modo diffamatorio e stereotipato le educatrici lesbiche a comportamenti pedofili, diffondendo un pregiudizio gravemente discriminatorio e denigratorio verso le persone LGBTQIA+."
5926,gli obblighi in generale ve li potete ficcare su per il culo ....avete rotto il cazzo....ognuno decida per la propria vita e per la propria famiglia come meglio creda e come reputi più giusto. [URL],0,
5927,"Guardate come agisce satana per calunniare. Sei in chiesa alle 20, che nel linguaggio simbologico2 significano le 21. Le 21 ovvero Z ora delle zoccole. Perciò satana manda un culattone della gdf nella chiesetta, in modo che facendo la stessa cosa lo sei anche tu, oppure esci.",1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"" in modo denigratorio e associandolo a un'azione negativa e calunniosa, diffondendo stereotipi e disprezzo verso persone LGBTQIA+."
5928,"@user_abcdefghij E come dire ""facile fare il culattone col culo degli altri.""",1,"Il tweet utilizza il termine offensivo ""culattone"" in modo denigratorio e stereotipato, esprimendo un giudizio negativo e discriminatorio verso le persone omosessuali. Il tono è offensivo e contribuisce a diffondere odio omotransfobico."
5929,"Sì! sono orgogliosamente culattone e sono candidato alla Camera, problemi? [URL]",0,
5930,"@user_abcdef @user_abc @user_abcde @user_abcdefghij @user_abcdefg @user_abcdefghi C'è che è un ""culattone"" e chi è un coglione...tu il secondo vero?",0,
5931,@user_abcdefg I rischi di essere un culattone,1,"Il tweet utilizza il termine ""culattone"", che è un epiteto offensivo e dispregiativo rivolto a persone omosessuali. L'espressione è usata in modo denigratorio, quindi il tweet contiene odio omotransfobico."
5932,@user_abcd Saresti riuscito a buscarle di meno dalla lesbica mestruata in palestra? [URL],1,"Il tweet contiene odio omotransfobico perché utilizza un'espressione offensiva e denigratoria (""lesbica mestruata"") rivolta a una persona lesbica, con intento dispregiativo e insultante."
5933,"@user_ab ma devi capire che essere bisessuale è completamente diverso dall'essere lesbica, noi siamo completamente isolate da tutto, da ogni singola cosa perché NON ci piacciono gli uomini non perché ci piacciono le donne",0,
5934,"@user_abcdef @user_abc @user_abcde @user_abcdefghij @user_abcdefg @user_abcdefghi Culattone non lo sentivo più dalle elementari, quindi come allora, chi lo dice sa di esserlo!",1,"Il tweet utilizza il termine ""culattone"", un insulto omofobico rivolto a persone LGBTQIA+, e lo associa a un giudizio negativo implicito (""chi lo dice sa di esserlo""), perpetuando uno stereotipo offensivo e discriminatorio. Questo costituisce odio omotransfobico."
5935,@user_abcdefghi @user_abcdefghij @user_abc Troie e rottinculo. Mi viene da bestemmiare diocane.,0,
5936,"Il bunga bunga del pd, dai femminielli alle escort [URL]",1,"Il tweet utilizza il termine ""femminielli"" in modo dispregiativo e associandolo a un contesto negativo (""bunga bunga del pd""), il che denota un atteggiamento di derisione e stereotipi offensivi verso persone LGBTQIA+, configurando odio omotransfobico."
5937,"@user_abcdefg ..la signora, gay/lesbica SPOSATA, si è fetta riprendere mentre un UOM😱H le baciava il collo e la stringeva mentre lei si aggiustava i capelli ""bailando-la-lambada""...senza andare a toccare altre foto o video.. Per una cosa simile Silvio avrebbe avuto lo Spread a 7miliardi..",0,
5938,"@user_abc Un ""figlio di buona donna"". Ma sono quelli coloro che servono, che fanno gruppo, che hanno senso di appartenenza. Mica i femminielli alla dybala o rugani.",1,"Il tweet utilizza il termine ""femminielli"" in modo dispregiativo e li contrappone negativamente a un gruppo descritto positivamente (""figlio di buona donna"", ""che fanno gruppo, che hanno senso di appartenenza""). L'uso del termine ""femminielli"" in questo contesto ha una connotazione denigratoria verso persone LGBTQIA+, configurando odio omotransfobico."
5939,@user_abcdefghi Oh chèzzo…spero di come dire ehm…🥶🥶🆘🆘 di non fèrmi la chècca addosso chèzzo….sai che figuraccia in mezzo a tutti😱😱…eheh…chèzzo…😩😩,1,"Il tweet utilizza il termine ""chècca"" in un contesto che esprime paura e imbarazzo, con un tono denigratorio e derisorio verso una persona presumibilmente omosessuale. L'uso di questo termine in modo offensivo configura un contenuto di odio omotransfobico."
5940,"@user_abcd scusami, per caso mi conosci? mi vedi? sono una donna, l’illuminè, come osi? sono lesbica e mo?",0,
5941,"Io sotto casa ho avuto uno armato di pistola, preso in flagranza, nessun provvedimento. Scrissi a tutte le pie donnine della politica, purtroppo non mi sparò, quindi nessuna mi cagò,non ero utile alla loro propaganda pseudofemminista. Devi morire perchè ti caghino #femminicidio",0,
5942,@user_abcdefgh @user_abcd Vaccinati culattone inculati chi vuoi ma lascia stare i bambini che hai rotto il cazzo la misura è colma,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" in modo offensivo e denigratorio, rivolto presumibilmente a persone LGBTQIA+, e lo associa a un contesto di aggressione verbale. L'uso di questo epiteto in tono dispregiativo configura un'espressione di odio omotransfobico."
5943,per forzare la narrazione emilia deve sapere che iago vuole farsi otello ma allo stesso tempo deve mantenere la faccia buona perché LEI vuole farmi desdemona allora abbiamo anche una lesbica malefica tossica e non mi interessa a me piace COSÌ,0,
5944,@user_abcd Suca succhiacazzi gobbo di merda,0,
5945,@user_abcdefg VOI TUTTI AVETE ROTTO I COGLIONI. DITE DALLA MATTINA ALLA SERA STRONZATE. ANDATE A FARE IN CULO TUTTI CHE FATE LA COSA PIU SAGGIA,0,
5946,@user_abcdefgh dovrebbe preoccuparsi del vaiolo delle scimmie sto ricchione,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""ricchione"" in modo dispregiativo e associandolo negativamente al vaiolo delle scimmie, esprimendo disprezzo verso una persona presumibilmente LGBTQIA+."
5947,@user_a Quindi femminiello semianormale con tendenze di sinistra.,1,"Il tweet utilizza il termine ""femminiello"", che in alcuni contesti può essere usato in modo dispregiativo verso persone con identità di genere non conformi, associandolo a un aggettivo offensivo (""semianormale"") e a un giudizio politico (""tendenze di sinistra"") in modo denigratorio. Complessivamente, il tono è offensivo e denigratorio verso una possibile identità di genere o espressione di genere, configurando odio omotransfobico."
5948,"Per gli amici in zona Scicli-Ragusa: stasera proiezione del documentario di Giulia “La mamma dei femminielli”, prodotto per il canale franco-tedesco Arte (""Schutzengel der Transfrauen: Loredanas Aufstand gegen den Hass"") [URL]",0,
5949,“La mamma dei femminielli” a Villa Penna [URL],0,
5950,"@user_abcde non ho paura dell'Helsinki ma della trasferta in sé, perché sti posti in culo alla Luna al freddo e al gelo hanno rotto i coglioni",0,
5951,"@user_abcd @user_abcdefghij Non possono più dire ste parole culattone 😁 ti accuseranno ,di omofobia è chissà quali altre nefandezze .🖤",1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"" in modo dispregiativo e ironico, minimizzando le accuse di omofobia e associando negativamente il linguaggio rivolto alle persone LGBTQIA+."
5952,@user_ab quello è vero..... però non è che se lo caghino in molti il mercato italiano,0,
5953,"@user_abcdefg BASTA FARE I FEMMINIELLI CON IL CULO DEGLI ITALIANI, PIU' CHIARO? Draghi: ""L'Italia continuerà a sostenere l'Ucraina"" Mondo 23 ago 2022 -[URL]",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminelli"" in modo dispregiativo e offensivo per denigrare un gruppo di persone, associando un atteggiamento negativo a un tratto stereotipato legato all'identità di genere o all'orientamento sessuale."
